Border,Date,Measure,Value,Average
US-Mexico Border,04/01/2008 12:00:00 AM,Rail Containers Full,29475,22035
US-Mexico Border,04/01/2008 12:00:00 AM,Buses,22538,21792
US-Canada Border,04/01/2008 12:00:00 AM,Train Passengers,12710,20018
US-Canada Border,04/01/2008 12:00:00 AM,Buses,9542,13393
US-Canada Border,04/01/2008 12:00:00 AM,Trains,2689,2741
US-Mexico Border,04/01/2008 12:00:00 AM,Train Passengers,2561,1314
US-Mexico Border,04/01/2008 12:00:00 AM,Trains,958,664
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,14209226,16719114
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicles,6894357,7131718
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,4602875,6316002
US-Mexico Border,03/01/2008 12:00:00 AM,Pedestrians,4101431,3874615
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicles,2243980,2815424
US-Canada Border,03/01/2008 12:00:00 AM,Trucks,507685,545518
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Full,412177,402986
US-Mexico Border,03/01/2008 12:00:00 AM,Trucks,407802,358840
US-Mexico Border,03/01/2008 12:00:00 AM,Bus Passengers,313229,273468
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Full,258155,206155
US-Canada Border,03/01/2008 12:00:00 AM,Bus Passengers,244614,335926
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Empty,145937,144027
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Full,119579,96823
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Empty,93350,69044
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Empty,48494,32816
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Empty,37593,26060
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Full,29397,21985
US-Canada Border,03/01/2008 12:00:00 AM,Pedestrians,23532,55931
US-Mexico Border,03/01/2008 12:00:00 AM,Buses,23070,21783
US-Canada Border,03/01/2008 12:00:00 AM,Train Passengers,12583,20069
US-Canada Border,03/01/2008 12:00:00 AM,Buses,8946,13424
US-Canada Border,03/01/2008 12:00:00 AM,Trains,2597,2742
US-Mexico Border,03/01/2008 12:00:00 AM,Train Passengers,1545,1313
US-Mexico Border,03/01/2008 12:00:00 AM,Trains,872,663
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,12146198,16750651
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicles,6304928,7137420
US-Mexico Border,02/01/2008 12:00:00 AM,Pedestrians,3884769,3874545
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,3604838,6334699
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicles,1920308,2821597
US-Canada Border,02/01/2008 12:00:00 AM,Trucks,494703,545868
US-Mexico Border,02/01/2008 12:00:00 AM,Trucks,410154,358486
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Full,399168,403012
US-Mexico Border,02/01/2008 12:00:00 AM,Bus Passengers,269605,273495
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Full,258961,205791
US-Canada Border,02/01/2008 12:00:00 AM,Bus Passengers,236574,336611
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Empty,148814,143994
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Full,109312,96737
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Empty,93242,68877
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Empty,43865,32740
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Empty,37961,25978
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Full,26962,21950
US-Mexico Border,02/01/2008 12:00:00 AM,Buses,20564,21792
US-Canada Border,02/01/2008 12:00:00 AM,Pedestrians,18038,56192
US-Canada Border,02/01/2008 12:00:00 AM,Train Passengers,10630,20134
US-Canada Border,02/01/2008 12:00:00 AM,Buses,8013,13461
US-Canada Border,02/01/2008 12:00:00 AM,Trains,2285,2745
US-Mexico Border,02/01/2008 12:00:00 AM,Train Passengers,1696,1310
US-Mexico Border,02/01/2008 12:00:00 AM,Trains,852,662
US-Mexico Border,01/01/2008 12:00:00 AM,Personal Vehicle Passengers,13020038,16776558
US-Mexico Border,01/01/2008 12:00:00 AM,Personal Vehicles,6613012,7141062
US-Mexico Border,01/01/2008 12:00:00 AM,Pedestrians,3876333,3874533
US-Canada Border,01/01/2008 12:00:00 AM,Personal Vehicle Passengers,3853976,6351926
US-Canada Border,01/01/2008 12:00:00 AM,Personal Vehicles,2000216,2827301
US-Canada Border,01/01/2008 12:00:00 AM,Trucks,512845,546097
US-Canada Border,01/01/2008 12:00:00 AM,Truck Containers Full,416764,402917
US-Mexico Border,01/01/2008 12:00:00 AM,Trucks,412007,358115
US-Mexico Border,01/01/2008 12:00:00 AM,Bus Passengers,303108,273289
US-Mexico Border,01/01/2008 12:00:00 AM,Truck Containers Full,255390,205447
US-Canada Border,01/01/2008 12:00:00 AM,Bus Passengers,225933,337380
US-Mexico Border,01/01/2008 12:00:00 AM,Truck Containers Empty,150382,143950
US-Canada Border,01/01/2008 12:00:00 AM,Rail Containers Full,111471,96635
US-Canada Border,01/01/2008 12:00:00 AM,Truck Containers Empty,93335,68707
US-Canada Border,01/01/2008 12:00:00 AM,Rail Containers Empty,48289,32632
US-Mexico Border,01/01/2008 12:00:00 AM,Rail Containers Empty,36014,25909
US-Mexico Border,01/01/2008 12:00:00 AM,Rail Containers Full,24097,21935
US-Mexico Border,01/01/2008 12:00:00 AM,Buses,22414,21787
US-Canada Border,01/01/2008 12:00:00 AM,Pedestrians,18055,56457
US-Canada Border,01/01/2008 12:00:00 AM,Train Passengers,11599,20194
US-Canada Border,01/01/2008 12:00:00 AM,Buses,7959,13499
US-Canada Border,01/01/2008 12:00:00 AM,Trains,2452,2747
US-Mexico Border,01/01/2008 12:00:00 AM,Train Passengers,1500,1309
US-Mexico Border,01/01/2008 12:00:00 AM,Trains,832,660
US-Mexico Border,12/01/2007 12:00:00 AM,Personal Vehicle Passengers,14584120,16791890
US-Mexico Border,12/01/2007 12:00:00 AM,Personal Vehicles,7072540,7141541
US-Mexico Border,12/01/2007 12:00:00 AM,Pedestrians,4788991,3868138
US-Canada Border,12/01/2007 12:00:00 AM,Personal Vehicle Passengers,4385658,6365677
US-Canada Border,12/01/2007 12:00:00 AM,Personal Vehicles,2175942,2831856
US-Canada Border,12/01/2007 12:00:00 AM,Trucks,434458,546878
US-Mexico Border,12/01/2007 12:00:00 AM,Bus Passengers,361001,272676
US-Mexico Border,12/01/2007 12:00:00 AM,Trucks,359609,358104
US-Canada Border,12/01/2007 12:00:00 AM,Truck Containers Full,351277,403278
US-Canada Border,12/01/2007 12:00:00 AM,Bus Passengers,254758,337957
US-Mexico Border,12/01/2007 12:00:00 AM,Truck Containers Full,224153,205316
US-Mexico Border,12/01/2007 12:00:00 AM,Truck Containers Empty,134428,144016
US-Canada Border,12/01/2007 12:00:00 AM,Rail Containers Full,109266,96546
US-Canada Border,12/01/2007 12:00:00 AM,Truck Containers Empty,80337,68626
US-Canada Border,12/01/2007 12:00:00 AM,Rail Containers Empty,45117,32545
US-Mexico Border,12/01/2007 12:00:00 AM,Rail Containers Empty,35151,25844
US-Mexico Border,12/01/2007 12:00:00 AM,Rail Containers Full,26295,21905
US-Mexico Border,12/01/2007 12:00:00 AM,Buses,23760,21774
US-Canada Border,12/01/2007 12:00:00 AM,Pedestrians,19993,56712
US-Canada Border,12/01/2007 12:00:00 AM,Train Passengers,13765,20239
US-Canada Border,12/01/2007 12:00:00 AM,Buses,8656,13533
US-Canada Border,12/01/2007 12:00:00 AM,Trains,2430,2750
US-Mexico Border,12/01/2007 12:00:00 AM,Train Passengers,1585,1307
US-Mexico Border,12/01/2007 12:00:00 AM,Trains,858,659
US-Mexico Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,13111785,16817806
US-Mexico Border,11/01/2007 12:00:00 AM,Personal Vehicles,6626661,7145167
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,4811091,6376624
US-Mexico Border,11/01/2007 12:00:00 AM,Pedestrians,4226540,3865614
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicles,2412399,2834810
US-Canada Border,11/01/2007 12:00:00 AM,Trucks,527722,547013
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Full,432003,403075
US-Mexico Border,11/01/2007 12:00:00 AM,Trucks,411913,357725
US-Mexico Border,11/01/2007 12:00:00 AM,Bus Passengers,279751,272626
US-Canada Border,11/01/2007 12:00:00 AM,Bus Passengers,263206,338484
US-Mexico Border,11/01/2007 12:00:00 AM,Truck Containers Full,255674,204961
US-Mexico Border,11/01/2007 12:00:00 AM,Truck Containers Empty,153446,143950
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Full,123014,96360
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Empty,95740,68435
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Empty,52079,32407
US-Mexico Border,11/01/2007 12:00:00 AM,Rail Containers Empty,40163,25743
US-Mexico Border,11/01/2007 12:00:00 AM,Rail Containers Full,29729,21850
US-Mexico Border,11/01/2007 12:00:00 AM,Buses,22631,21768
US-Canada Border,11/01/2007 12:00:00 AM,Train Passengers,11823,20298
US-Canada Border,11/01/2007 12:00:00 AM,Buses,10450,13555
US-Canada Border,11/01/2007 12:00:00 AM,Pedestrians,10188,57039
US-Canada Border,11/01/2007 12:00:00 AM,Trains,2650,2750
US-Mexico Border,11/01/2007 12:00:00 AM,Train Passengers,1699,1304
US-Mexico Border,11/01/2007 12:00:00 AM,Trains,904,657
US-Mexico Border,10/01/2007 12:00:00 AM,Personal Vehicle Passengers,13198036,16843478
US-Mexico Border,10/01/2007 12:00:00 AM,Personal Vehicles,6757768,7147914
US-Canada Border,10/01/2007 12:00:00 AM,Personal Vehicle Passengers,5203099,6384947
US-Mexico Border,10/01/2007 12:00:00 AM,Pedestrians,4113341,3863857
US-Canada Border,10/01/2007 12:00:00 AM,Personal Vehicles,2614080,2836376
US-Canada Border,10/01/2007 12:00:00 AM,Trucks,582390,546762
US-Canada Border,10/01/2007 12:00:00 AM,Truck Containers Full,486590,402483
US-Mexico Border,10/01/2007 12:00:00 AM,Trucks,435214,357176
US-Canada Border,10/01/2007 12:00:00 AM,Bus Passengers,344879,338438
US-Mexico Border,10/01/2007 12:00:00 AM,Truck Containers Full,268483,204511
US-Mexico Border,10/01/2007 12:00:00 AM,Bus Passengers,254367,272756
US-Mexico Border,10/01/2007 12:00:00 AM,Truck Containers Empty,165404,143798
US-Canada Border,10/01/2007 12:00:00 AM,Rail Containers Full,125692,96152
US-Canada Border,10/01/2007 12:00:00 AM,Truck Containers Empty,93755,68255
US-Canada Border,10/01/2007 12:00:00 AM,Rail Containers Empty,53937,32255
US-Mexico Border,10/01/2007 12:00:00 AM,Rail Containers Empty,39582,25645
US-Mexico Border,10/01/2007 12:00:00 AM,Rail Containers Full,30694,21787
US-Canada Border,10/01/2007 12:00:00 AM,Pedestrians,25778,57261
US-Mexico Border,10/01/2007 12:00:00 AM,Buses,22531,21762
US-Canada Border,10/01/2007 12:00:00 AM,Train Passengers,13875,20343
US-Canada Border,10/01/2007 12:00:00 AM,Buses,11469,13570
US-Canada Border,10/01/2007 12:00:00 AM,Trains,2750,2750
US-Mexico Border,10/01/2007 12:00:00 AM,Train Passengers,1783,1301
US-Mexico Border,10/01/2007 12:00:00 AM,Trains,944,655
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,12847473,16872021
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,6450165,7152898
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,5133356,6393887
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3933156,3863362
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicles,2630684,2837845
US-Canada Border,09/01/2007 12:00:00 AM,Trucks,531706,546870
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Full,445275,402177
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,381680,357001
US-Canada Border,09/01/2007 12:00:00 AM,Bus Passengers,354549,338323
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,262279,272831
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,233770,204302
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,139864,143826
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Full,121028,95974
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Empty,82665,68153
US-Canada Border,09/01/2007 12:00:00 AM,Pedestrians,55005,57277
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Empty,46717,32151
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,37443,25561
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,32225,21712
US-Canada Border,09/01/2007 12:00:00 AM,Train Passengers,23320,20322
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,21091,21767
US-Canada Border,09/01/2007 12:00:00 AM,Buses,13033,13574
US-Canada Border,09/01/2007 12:00:00 AM,Trains,2460,2752
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,1726,1298
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,654
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,13919567,16893262
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicles,6709535,7156088
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,6644476,6392084
US-Mexico Border,08/01/2007 12:00:00 AM,Pedestrians,4249198,3860586
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicles,3280417,2834661
US-Canada Border,08/01/2007 12:00:00 AM,Trucks,555071,546811
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Full,467924,401704
US-Mexico Border,08/01/2007 12:00:00 AM,Trucks,432633,356456
US-Canada Border,08/01/2007 12:00:00 AM,Bus Passengers,404137,337850
US-Mexico Border,08/01/2007 12:00:00 AM,Bus Passengers,309378,272568
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Full,265884,203859
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Empty,163601,143683
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Full,116050,95830
US-Canada Border,08/01/2007 12:00:00 AM,Pedestrians,101226,56961
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Empty,88062,68009
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Empty,46296,32050
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Empty,36873,25479
US-Canada Border,08/01/2007 12:00:00 AM,Train Passengers,35206,20215
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Full,33310,21629
US-Mexico Border,08/01/2007 12:00:00 AM,Buses,23503,21754
US-Canada Border,08/01/2007 12:00:00 AM,Buses,15151,13562
US-Canada Border,08/01/2007 12:00:00 AM,Trains,2553,2754
US-Mexico Border,08/01/2007 12:00:00 AM,Train Passengers,1749,1295
US-Mexico Border,08/01/2007 12:00:00 AM,Trains,903,652
US-Mexico Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,14045607,16913897
US-Mexico Border,07/01/2007 12:00:00 AM,Personal Vehicles,6742846,7159082
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,6237211,6393207
US-Mexico Border,07/01/2007 12:00:00 AM,Pedestrians,4494891,3855990
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicles,3166217,2832258
US-Canada Border,07/01/2007 12:00:00 AM,Trucks,510805,547072
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Full,422561,401553
US-Mexico Border,07/01/2007 12:00:00 AM,Trucks,399854,356142
US-Canada Border,07/01/2007 12:00:00 AM,Bus Passengers,390318,337470
US-Mexico Border,07/01/2007 12:00:00 AM,Bus Passengers,369172,271868
US-Mexico Border,07/01/2007 12:00:00 AM,Truck Containers Full,256250,203479
US-Mexico Border,07/01/2007 12:00:00 AM,Truck Containers Empty,149709,143640
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Full,106367,95753
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Empty,78219,67935
US-Canada Border,07/01/2007 12:00:00 AM,Pedestrians,63886,56911
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Empty,44201,31962
US-Mexico Border,07/01/2007 12:00:00 AM,Rail Containers Empty,35623,25406
US-Canada Border,07/01/2007 12:00:00 AM,Train Passengers,35591,20104
US-Mexico Border,07/01/2007 12:00:00 AM,Rail Containers Full,29769,21570
US-Mexico Border,07/01/2007 12:00:00 AM,Buses,23258,21744
US-Canada Border,07/01/2007 12:00:00 AM,Buses,14796,13553
US-Canada Border,07/01/2007 12:00:00 AM,Trains,2485,2756
US-Mexico Border,07/01/2007 12:00:00 AM,Train Passengers,1554,1293
US-Mexico Border,07/01/2007 12:00:00 AM,Trains,845,650
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,13083182,16941858
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,6582985,7163287
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,6400631
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,4331611,3852518
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,2833189
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,547042
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,401113
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,414625,355715
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,337147
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,294326,271704
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,271460,202983
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,142058,143651
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,95632
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,67831
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,31859
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,57030
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,35358,25333
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,20000
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,33376,21484
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,21977,21742
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,13549
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,2758
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,1553,1291
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,649
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,14395843,16960579
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicles,7140581,7163454
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,6408601
US-Mexico Border,05/01/2007 12:00:00 AM,Pedestrians,4013418,3851335
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,2835733
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,546705
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,400508
US-Mexico Border,05/01/2007 12:00:00 AM,Trucks,439258,355101
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,336731
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Full,273262,202466
US-Mexico Border,05/01/2007 12:00:00 AM,Bus Passengers,250618,271859
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Empty,161952,143517
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,95498
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,67730
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,31744
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,57119
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Empty,38180,25239
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Full,34472,21388
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,19968
US-Mexico Border,05/01/2007 12:00:00 AM,Buses,21278,21745
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,13547
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,2758
US-Mexico Border,05/01/2007 12:00:00 AM,Train Passengers,1778,1287
US-Mexico Border,05/01/2007 12:00:00 AM,Trains,934,647
US-Mexico Border,04/01/2007 12:00:00 AM,Personal Vehicle Passengers,14100769,16981763
US-Mexico Border,04/01/2007 12:00:00 AM,Personal Vehicles,6925956,7165214
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicle Passengers,4228109,6424753
US-Mexico Border,04/01/2007 12:00:00 AM,Pedestrians,3735771,3852191
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicles,2198229,2840455
US-Canada Border,04/01/2007 12:00:00 AM,Trucks,552580,546661
US-Canada Border,04/01/2007 12:00:00 AM,Truck Containers Full,458733,400077
