Border,Date,Measure,Value,Average
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,497486,261887
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,315694
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,306868,343255
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,201365,245556
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,182601,160368
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,149174,136035
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,98459,57783
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,82135,43065
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,32282,49369
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,29380,19306
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,16262
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,18506
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,17121,14450
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,15159,20137
US-Canada Border,11/01/1999 12:00:00 AM,Buses,14278,14520
US-Canada Border,11/01/1999 12:00:00 AM,Trains,2686,2771
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1332,1072
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,563
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,20707014,17591393
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,7619439,6510433
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,7285038,7815757
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,3700771,3531068
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicles,3183898,3190973
US-Canada Border,10/01/1999 12:00:00 AM,Trucks,601920,502521
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Full,470230,257257
US-Canada Border,10/01/1999 12:00:00 AM,Bus Passengers,395318,342098
US-Mexico Border,10/01/1999 12:00:00 AM,Trucks,373179,314417
US-Mexico Border,10/01/1999 12:00:00 AM,Bus Passengers,236030,245768
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Full,189505,159721
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Empty,157229,135564
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Full,86405,57147
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Empty,78609,42275
US-Canada Border,10/01/1999 12:00:00 AM,Pedestrians,44926,49468
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Empty,28065,16000
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Empty,26064,19156
US-Mexico Border,10/01/1999 12:00:00 AM,Buses,23529,18394
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Full,19851,14330
US-Canada Border,10/01/1999 12:00:00 AM,Train Passengers,18590,20171
US-Canada Border,10/01/1999 12:00:00 AM,Buses,15398,14500
US-Canada Border,10/01/1999 12:00:00 AM,Trains,2740,2772
US-Mexico Border,10/01/1999 12:00:00 AM,Train Passengers,1781,1056
US-Mexico Border,10/01/1999 12:00:00 AM,Trains,522,564
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,17536581
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,8054542,7810330
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,6491525
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,3530228
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicles,3405350,3186101
US-Canada Border,09/01/1999 12:00:00 AM,Trucks,588852,500559
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Full,448447,252912
US-Canada Border,09/01/1999 12:00:00 AM,Bus Passengers,428805,340128
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,313346
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,245174
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,159013
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,134886
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Full,89203,56418
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Empty,70329,41637
US-Canada Border,09/01/1999 12:00:00 AM,Pedestrians,52797,49392
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Empty,28174,18951
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,18243
US-Canada Border,09/01/1999 12:00:00 AM,Train Passengers,24431,20074
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,15813
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,14185
US-Canada Border,09/01/1999 12:00:00 AM,Buses,18072,14419
US-Canada Border,09/01/1999 12:00:00 AM,Trains,2574,2776
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,1053
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,524,565
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,20270823,17472994
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,10406124,7749963
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicles,7523495,6467526
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicles,4094235,3164981
US-Mexico Border,08/01/1999 12:00:00 AM,Pedestrians,3763196,3524810
US-Canada Border,08/01/1999 12:00:00 AM,Trucks,597454,498305
US-Canada Border,08/01/1999 12:00:00 AM,Bus Passengers,519084,335966
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Full,445973,248422
US-Mexico Border,08/01/1999 12:00:00 AM,Trucks,365554,312132
US-Mexico Border,08/01/1999 12:00:00 AM,Bus Passengers,296982,243969
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Full,184725,158415
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Empty,163799,134214
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Full,102915,55337
US-Canada Border,08/01/1999 12:00:00 AM,Pedestrians,80060,48679
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Empty,76819,40819
US-Canada Border,08/01/1999 12:00:00 AM,Train Passengers,33745,19756
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Empty,28691,18725
US-Mexico Border,08/01/1999 12:00:00 AM,Buses,25943,18063
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Empty,24015,15622
US-Canada Border,08/01/1999 12:00:00 AM,Buses,20914,14268
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Full,20468,14039
US-Canada Border,08/01/1999 12:00:00 AM,Trains,2805,2776
US-Mexico Border,08/01/1999 12:00:00 AM,Train Passengers,986,1054
US-Mexico Border,08/01/1999 12:00:00 AM,Trains,504,566
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,20014202,17412489
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,10048010,7695248
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicles,7615057,6440204
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicles,4213561,3140015
US-Mexico Border,07/01/1999 12:00:00 AM,Pedestrians,3856641,3516909
US-Canada Border,07/01/1999 12:00:00 AM,Bus Passengers,544407,331003
US-Canada Border,07/01/1999 12:00:00 AM,Trucks,517183,497856
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Full,392045,245003
US-Mexico Border,07/01/1999 12:00:00 AM,Trucks,360473,310981
US-Mexico Border,07/01/1999 12:00:00 AM,Bus Passengers,317179,242226
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Full,202335,157369
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Empty,173161,133286
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Full,80503,54738
US-Canada Border,07/01/1999 12:00:00 AM,Pedestrians,80203,47928
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Empty,66373,40211
US-Canada Border,07/01/1999 12:00:00 AM,Train Passengers,31441,19478
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Empty,27410,18518
US-Mexico Border,07/01/1999 12:00:00 AM,Buses,26025,17874
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Empty,22399,15461
US-Canada Border,07/01/1999 12:00:00 AM,Buses,22135,14081
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Full,19151,13917
US-Canada Border,07/01/1999 12:00:00 AM,Trains,2706,2777
US-Mexico Border,07/01/1999 12:00:00 AM,Train Passengers,1206,1051
US-Mexico Border,07/01/1999 12:00:00 AM,Trains,494,568
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,20229972,17343770
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,8328156,7679811
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicles,7503447,6414271
US-Mexico Border,06/01/1999 12:00:00 AM,Pedestrians,3724795,3511839
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicles,3414833,3133312
US-Canada Border,06/01/1999 12:00:00 AM,Trucks,596134,495459
US-Canada Border,06/01/1999 12:00:00 AM,Bus Passengers,475393,327481
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Full,464862,239640
US-Mexico Border,06/01/1999 12:00:00 AM,Trucks,379890,309300
US-Mexico Border,06/01/1999 12:00:00 AM,Bus Passengers,311277,240542
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Full,204129,156229
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Empty,163045,132561
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Full,86361,53967
US-Canada Border,06/01/1999 12:00:00 AM,Pedestrians,84100,47046
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Empty,74513,39374
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Empty,28958,18263
US-Canada Border,06/01/1999 12:00:00 AM,Train Passengers,25423,19333
US-Mexico Border,06/01/1999 12:00:00 AM,Buses,24824,17704
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Empty,23649,15261
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Full,19806,13773
US-Canada Border,06/01/1999 12:00:00 AM,Buses,19285,13954
US-Canada Border,06/01/1999 12:00:00 AM,Trains,2756,2778
US-Mexico Border,06/01/1999 12:00:00 AM,Train Passengers,1480,1040
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,569
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,17257937
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9073447,7644970
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,6382622
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,3497887
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3217670,3131203
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571670,493554
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473262,323837
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465542,233993
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,308052
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,238989
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,155257
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,131991
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,52597
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74546,46359
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68943,38635
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Empty,31185,17940
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,17523
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,15087
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,19292
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,13595
US-Canada Border,05/01/1999 12:00:00 AM,Buses,18065,13851
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2899,2775
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1023
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,571
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,19733584,17194459
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicles,7273817,6359771
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,6416075,7676480
US-Mexico Border,04/01/1999 12:00:00 AM,Pedestrians,4109917,3482194
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicles,2797112,3139770
US-Canada Border,04/01/1999 12:00:00 AM,Trucks,572772,491522
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Full,436864,228791
US-Mexico Border,04/01/1999 12:00:00 AM,Trucks,365208,306586
US-Canada Border,04/01/1999 12:00:00 AM,Bus Passengers,342981,323346
US-Mexico Border,04/01/1999 12:00:00 AM,Bus Passengers,302832,237352
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Full,201908,154061
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Empty,159246,131292
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Full,103082,51302
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Empty,67246,37901
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Empty,29988,17631
US-Canada Border,04/01/1999 12:00:00 AM,Pedestrians,27792,46835
US-Mexico Border,04/01/1999 12:00:00 AM,Buses,23484,17370
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Empty,23316,14875
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Full,19554,13442
US-Canada Border,04/01/1999 12:00:00 AM,Train Passengers,17930,19327
US-Canada Border,04/01/1999 12:00:00 AM,Buses,13294,13865
US-Canada Border,04/01/1999 12:00:00 AM,Trains,2816,2774
US-Mexico Border,04/01/1999 12:00:00 AM,Train Passengers,1257,1017
US-Mexico Border,04/01/1999 12:00:00 AM,Trains,490,573
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20813291,17099226
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7693763,6324666
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,6327011,7711992
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4631886,3451939
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,2699899,3151345
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,594737,488806
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,489481,221931
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,408162,303913
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,317374,235246
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,234546,325683
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,152331
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,179422,130025
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,106008,49863
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,73503,36964
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,29515,17319
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24582,17180
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,24134,47432
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,14769
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,13304
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,15255,19434
US-Canada Border,03/01/1999 12:00:00 AM,Buses,10605,13951
US-Canada Border,03/01/1999 12:00:00 AM,Trains,2891,2771
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,997
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,574
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,18157552,17070623
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicles,6709102,6314276
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,5705666,7766217
US-Mexico Border,02/01/1999 12:00:00 AM,Pedestrians,4171037,3432504
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicles,2396230,3171754
US-Canada Border,02/01/1999 12:00:00 AM,Trucks,524723,487835
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Full,422341,216514
US-Mexico Border,02/01/1999 12:00:00 AM,Trucks,338269,302985
US-Mexico Border,02/01/1999 12:00:00 AM,Bus Passengers,280026,234036
US-Canada Border,02/01/1999 12:00:00 AM,Bus Passengers,223511,328444
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Full,179244,151604
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Empty,147307,129558
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Full,99877,48511
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Empty,62998,36261
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Empty,28366,17020
US-Canada Border,02/01/1999 12:00:00 AM,Pedestrians,24990,48039
US-Mexico Border,02/01/1999 12:00:00 AM,Buses,21748,17057
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Full,16394,13220
US-Canada Border,02/01/1999 12:00:00 AM,Train Passengers,14324,19572
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Empty,13720,14797
US-Canada Border,02/01/1999 12:00:00 AM,Buses,10174,14053
US-Canada Border,02/01/1999 12:00:00 AM,Trains,2713,2772
US-Mexico Border,02/01/1999 12:00:00 AM,Train Passengers,1280,989
US-Mexico Border,02/01/1999 12:00:00 AM,Trains,476,577
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,19722898,16996949
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicles,7291370,6287135
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,5349130,7833359
US-Mexico Border,01/01/1999 12:00:00 AM,Pedestrians,4520426,3402284
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicles,2276851,3196612
US-Canada Border,01/01/1999 12:00:00 AM,Trucks,520907,486917
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Full,392369,211630
US-Mexico Border,01/01/1999 12:00:00 AM,Trucks,320144,302508
US-Mexico Border,01/01/1999 12:00:00 AM,Bus Passengers,304144,232088
US-Canada Border,01/01/1999 12:00:00 AM,Bus Passengers,188428,332334
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Full,172150,151033
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Empty,145128,129126
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Full,97251,47157
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Empty,65616,35445
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Empty,24012,16826
US-Mexico Border,01/01/1999 12:00:00 AM,Buses,22501,16906
US-Canada Border,01/01/1999 12:00:00 AM,Pedestrians,21096,48787
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Empty,17068,14734
US-Canada Border,01/01/1999 12:00:00 AM,Train Passengers,15547,19684
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Full,15353,13161
US-Canada Border,01/01/1999 12:00:00 AM,Buses,9010,14193
US-Canada Border,01/01/1999 12:00:00 AM,Trains,2815,2771
US-Mexico Border,01/01/1999 12:00:00 AM,Train Passengers,1131,986
US-Mexico Border,01/01/1999 12:00:00 AM,Trains,478,580
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,19698688,16919756
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,7288229,6258532
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,5902056,7888539
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,4697031,3365291
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,2545873,3215205
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,490438,486816
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,387333,206609
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,326492,301823
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,289641,230444
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,211030,335799
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,157249,150855
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,148121,128583
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,86713,46027
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,60402,34732
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,38366,49085
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,24874,16596
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,23228,16725
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,18045,14639
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,16657,19771
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,16316,13071
US-Canada Border,12/01/1998 12:00:00 AM,Buses,10396,14302
US-Canada Border,12/01/1998 12:00:00 AM,Trains,2592,2776
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,1080,983
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,484,582
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,18618325,16869798
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicles,6899007,6239694
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,6139896,7939969
US-Mexico Border,11/01/1998 12:00:00 AM,Pedestrians,3652648,3356840
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicles,2665949,3231359
US-Canada Border,11/01/1998 12:00:00 AM,Trucks,528285,485597
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Full,402999,200833
US-Mexico Border,11/01/1998 12:00:00 AM,Trucks,329426,301011
US-Canada Border,11/01/1998 12:00:00 AM,Bus Passengers,296294,336961
US-Mexico Border,11/01/1998 12:00:00 AM,Bus Passengers,273317,229183
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Full,172353,150223
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Empty,153013,127865
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Full,87531,44806
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Empty,60806,33965
US-Canada Border,11/01/1998 12:00:00 AM,Pedestrians,33591,49540
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Empty,25904,16322
US-Mexico Border,11/01/1998 12:00:00 AM,Buses,21628,16581
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Empty,19244,14504
US-Canada Border,11/01/1998 12:00:00 AM,Train Passengers,15182,19906
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Full,14353,13033
US-Canada Border,11/01/1998 12:00:00 AM,Buses,11617,14381
US-Canada Border,11/01/1998 12:00:00 AM,Trains,2681,2779
US-Mexico Border,11/01/1998 12:00:00 AM,Train Passengers,1673,963
US-Mexico Border,11/01/1998 12:00:00 AM,Trains,496,585
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,19504313,16789964
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicles,7230008,6209685
US-Canada Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,7090153,7965721
US-Mexico Border,10/01/1998 12:00:00 AM,Pedestrians,3580355,3350067
US-Canada Border,10/01/1998 12:00:00 AM,Personal Vehicles,2988293,3238725
US-Canada Border,10/01/1998 12:00:00 AM,Trucks,541898,483890
US-Canada Border,10/01/1998 12:00:00 AM,Truck Containers Full,398597,194840
US-Mexico Border,10/01/1998 12:00:00 AM,Trucks,329285,300154
US-Canada Border,10/01/1998 12:00:00 AM,Bus Passengers,324912,337326
US-Mexico Border,10/01/1998 12:00:00 AM,Bus Passengers,322718,226348
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Full,181774,149267
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Empty,151127,127160
US-Canada Border,10/01/1998 12:00:00 AM,Rail Containers Full,92747,43353
US-Canada Border,10/01/1998 12:00:00 AM,Truck Containers Empty,64386,33044
US-Canada Border,10/01/1998 12:00:00 AM,Pedestrians,42992,49739
US-Canada Border,10/01/1998 12:00:00 AM,Rail Containers Empty,28727,15946
US-Mexico Border,10/01/1998 12:00:00 AM,Buses,22905,16389
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Empty,18635,14379
US-Canada Border,10/01/1998 12:00:00 AM,Train Passengers,17230,19987
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Full,16329,12933
US-Canada Border,10/01/1998 12:00:00 AM,Buses,14379,14381
US-Canada Border,10/01/1998 12:00:00 AM,Trains,2785,2779
US-Mexico Border,10/01/1998 12:00:00 AM,Train Passengers,1380,950
US-Mexico Border,10/01/1998 12:00:00 AM,Trains,507,587
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,18002059,16752086
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,7947548,7966289
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicles,6718247,6193792
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicles,3285508,3237263
US-Mexico Border,09/01/1998 12:00:00 AM,Pedestrians,3144234,3356499
US-Canada Border,09/01/1998 12:00:00 AM,Trucks,558764,481551
US-Canada Border,09/01/1998 12:00:00 AM,Bus Passengers,389230,335704
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Full,386625,188847
US-Mexico Border,09/01/1998 12:00:00 AM,Trucks,329505,299237
US-Mexico Border,09/01/1998 12:00:00 AM,Bus Passengers,264794,225147
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Full,159594,148944
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Empty,136171,126878
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Full,82515,42129
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Empty,65142,32040
US-Canada Border,09/01/1998 12:00:00 AM,Pedestrians,53868,49610
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Empty,25614,15644
US-Canada Border,09/01/1998 12:00:00 AM,Train Passengers,22484,19909
US-Mexico Border,09/01/1998 12:00:00 AM,Buses,20880,16249
US-Canada Border,09/01/1998 12:00:00 AM,Buses,16735,14307
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Empty,16533,14311
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Full,15772,12844
US-Canada Border,09/01/1998 12:00:00 AM,Trains,2746,2780
US-Mexico Border,09/01/1998 12:00:00 AM,Train Passengers,778,955
US-Mexico Border,09/01/1998 12:00:00 AM,Trains,497,590
US-Mexico Border,08/01/1998 12:00:00 AM,Personal Vehicle Passengers,19401554,16666620
US-Canada Border,08/01/1998 12:00:00 AM,Personal Vehicle Passengers,10255759,7892435
US-Mexico Border,08/01/1998 12:00:00 AM,Personal Vehicles,7221269,6160648
US-Canada Border,08/01/1998 12:00:00 AM,Personal Vehicles,3913485,3215449
US-Mexico Border,08/01/1998 12:00:00 AM,Pedestrians,3366032,3356191
US-Canada Border,08/01/1998 12:00:00 AM,Trucks,525098,480146
US-Canada Border,08/01/1998 12:00:00 AM,Bus Passengers,469482,331389
