Border,Date,Measure,Value,Average
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,823,1041
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,12939220,14170114
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,6604570,6546512
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,4084983,3686107
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,3918120,5603507
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,2033658,2668313
US-Mexico Border,12/01/2017 12:00:00 AM,Trucks,465722,391476
US-Canada Border,12/01/2017 12:00:00 AM,Trucks,415527,511652
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,320329,245709
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,303895,383185
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,153202,249068
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,144265,106556
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,142113,140740
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,119316,85314
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,101295,274268
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,58486,43190
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,43734,30469
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,39599,27279
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,16560,47142
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,14483,19876
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,13178,21082
US-Canada Border,12/01/2017 12:00:00 AM,Buses,4146,11290
US-Canada Border,12/01/2017 12:00:00 AM,Trains,1733,2458
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,1011,1041
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,918,709
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,14178671
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,6547188
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,3685494
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,5611038
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,2670856
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,391011
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,492891,511724
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367255,383246
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,245280
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,140701
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,106400
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,249493
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135427,85122
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106404,274909
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,63554,43112
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,30398
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,27225
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,19896,47246
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,19899
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13649,21110
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4885,11314
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1857,2460
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,708
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,1042
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,12145354,14186462
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,6567955,6547109
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105894,5616805
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,3749935,3685247
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2243059,2672495
US-Mexico Border,10/01/2017 12:00:00 AM,Trucks,536285,390454
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505296,511749
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,384265,383242
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,372257,244793
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169150,275314
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,160771,140624
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,153148,106221
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131816,84944
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,126181,249966
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68192,43016
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57339,47208
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,49780,30324
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,45513,27155
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,16142,21129
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,14484,19920
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6562,11332
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1902,2462
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,1027,707
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,999,1042
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,11518284,14196724
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,6233052,6548317
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,4569811,5620832
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,3276482,3686820
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,2425684,2673444
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,493093,390059
US-Canada Border,09/01/2017 12:00:00 AM,Trucks,478186,511878
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,355365,383350
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,337455,244437
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,195347,275622
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,153489,140575
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,141462,106086
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,132143,84762
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,115717,250482
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,65431,42929
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,49522,47199
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,45642,30265
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,39622,27107
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,29242,21098
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,13285,19946
US-Canada Border,09/01/2017 12:00:00 AM,Buses,8529,11343
US-Canada Border,09/01/2017 12:00:00 AM,Trains,1854,2465
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,912,706
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,885,1043
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,12274160,14204147
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,6548455
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,5618402
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,3687597
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,2672302
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,389543
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,514967,511866
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378560,383368
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,243985
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,275751
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,250762
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,140498
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,147142,84521
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,105939
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72561,47101
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,42836
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,21000
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,30216
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,27046
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14452,19967
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10045,11348
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,2467
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,705
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,1043
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,12868851,14209323
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicles,6537424,6548498
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,6174114,5616248
US-Mexico Border,07/01/2017 12:00:00 AM,Pedestrians,3501740,3688317
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicles,2990171,2671070
US-Mexico Border,07/01/2017 12:00:00 AM,Trucks,481582,389186
US-Canada Border,07/01/2017 12:00:00 AM,Trucks,460574,512065
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Full,344588,383518
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Full,327647,243660
US-Canada Border,07/01/2017 12:00:00 AM,Bus Passengers,241711,275883
US-Mexico Border,07/01/2017 12:00:00 AM,Bus Passengers,199915,250959
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Empty,152954,140450
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Full,135594,105824
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Empty,126212,84360
US-Canada Border,07/01/2017 12:00:00 AM,Pedestrians,73793,46997
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Empty,67724,42740
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Empty,45844,30156
US-Canada Border,07/01/2017 12:00:00 AM,Train Passengers,45250,20906
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Full,42492,26987
US-Mexico Border,07/01/2017 12:00:00 AM,Buses,15376,19985
US-Canada Border,07/01/2017 12:00:00 AM,Buses,10227,11352
US-Canada Border,07/01/2017 12:00:00 AM,Trains,1859,2469
US-Mexico Border,07/01/2017 12:00:00 AM,Trains,953,704
US-Mexico Border,07/01/2017 12:00:00 AM,Train Passengers,834,1044
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,11731813,14218963
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicles,6320366,6549385
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,4487700,5620639
US-Mexico Border,06/01/2017 12:00:00 AM,Pedestrians,3255587,3690001
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicles,2471962,2671845
US-Mexico Border,06/01/2017 12:00:00 AM,Trucks,527022,388650
US-Canada Border,06/01/2017 12:00:00 AM,Trucks,510527,512071
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Full,369940,243169
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,369172,383574
US-Canada Border,06/01/2017 12:00:00 AM,Bus Passengers,210971,276135
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Empty,156613,140387
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,154459,84087
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Full,137611,105700
US-Mexico Border,06/01/2017 12:00:00 AM,Bus Passengers,132685,251419
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Empty,65420,42652
US-Canada Border,06/01/2017 12:00:00 AM,Pedestrians,51683,46979
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Empty,46129,30094
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Full,45191,26916
US-Canada Border,06/01/2017 12:00:00 AM,Train Passengers,40086,20831
US-Mexico Border,06/01/2017 12:00:00 AM,Buses,14379,20006
US-Canada Border,06/01/2017 12:00:00 AM,Buses,10293,11357
US-Canada Border,06/01/2017 12:00:00 AM,Trains,1669,2472
US-Mexico Border,06/01/2017 12:00:00 AM,Trains,975,703
US-Mexico Border,06/01/2017 12:00:00 AM,Train Passengers,909,1045
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,12088275,14227286
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,6586937,6549239
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907196,5627333
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,3542039,3690579
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2216491,2673623
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527847,512009
US-Mexico Border,05/01/2017 12:00:00 AM,Trucks,526011,388114
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497738,383128
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,475164,242263
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,206516,140129
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196390,83648
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194863,276453
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,145485,105545
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,134569,251875
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68963,42549
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Empty,47387,30026
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Full,44134,26848
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35560,47024
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28341,20802
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,13577,20032
US-Canada Border,05/01/2017 12:00:00 AM,Buses,9006,11366
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1922,2474
US-Mexico Border,05/01/2017 12:00:00 AM,Trains,961,702
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,880,1045
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12135294,14235490
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,6339240,6550062
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3695725,5634908
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,3581996,3691005
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2037095,2676120
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,506676,241226
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492283,382700
US-Mexico Border,04/01/2017 12:00:00 AM,Trucks,483439,387740
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,476857,512147
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,221648,139809
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,201155,83187
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,160410,252234
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,146666,105383
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135704,277005
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Empty,66507,42455
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Empty,45990,29963
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Full,41127,26792
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,25026,47110
US-Mexico Border,04/01/2017 12:00:00 AM,Buses,14939,20052
US-Canada Border,04/01/2017 12:00:00 AM,Train Passengers,13589,20830
US-Canada Border,04/01/2017 12:00:00 AM,Buses,5879,11387
US-Canada Border,04/01/2017 12:00:00 AM,Trains,1873,2477
US-Mexico Border,04/01/2017 12:00:00 AM,Train Passengers,1380,1044
US-Mexico Border,04/01/2017 12:00:00 AM,Trains,926,701
US-Mexico Border,03/01/2017 12:00:00 AM,Personal Vehicle Passengers,11938205,14244534
US-Mexico Border,03/01/2017 12:00:00 AM,Personal Vehicles,6980553,6548367
US-Mexico Border,03/01/2017 12:00:00 AM,Pedestrians,3693446,3690995
US-Canada Border,03/01/2017 12:00:00 AM,Personal Vehicle Passengers,3408603,5643673
US-Canada Border,03/01/2017 12:00:00 AM,Personal Vehicles,1944408,2679000
US-Mexico Border,03/01/2017 12:00:00 AM,Trucks,537552,387150
US-Canada Border,03/01/2017 12:00:00 AM,Trucks,522117,512108
US-Mexico Border,03/01/2017 12:00:00 AM,Truck Containers Full,379054,240683
US-Canada Border,03/01/2017 12:00:00 AM,Truck Containers Full,377162,382722
US-Mexico Border,03/01/2017 12:00:00 AM,Truck Containers Empty,161525,139724
US-Canada Border,03/01/2017 12:00:00 AM,Truck Containers Empty,155983,82901
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Full,143801,105232
US-Mexico Border,03/01/2017 12:00:00 AM,Bus Passengers,139091,252680
US-Canada Border,03/01/2017 12:00:00 AM,Bus Passengers,93673,277727
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Empty,66916,42359
US-Mexico Border,03/01/2017 12:00:00 AM,Rail Containers Empty,45962,29900
US-Mexico Border,03/01/2017 12:00:00 AM,Rail Containers Full,44234,26724
US-Mexico Border,03/01/2017 12:00:00 AM,Buses,16893,20064
US-Canada Border,03/01/2017 12:00:00 AM,Pedestrians,14121,47240
US-Canada Border,03/01/2017 12:00:00 AM,Train Passengers,12492,20863
US-Canada Border,03/01/2017 12:00:00 AM,Buses,4702,11414
US-Canada Border,03/01/2017 12:00:00 AM,Trains,1833,2479
US-Mexico Border,03/01/2017 12:00:00 AM,Trains,977,700
US-Mexico Border,03/01/2017 12:00:00 AM,Train Passengers,911,1044
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,10320154,14260045
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicles,5699768,6551722
US-Mexico Border,02/01/2017 12:00:00 AM,Pedestrians,3155207,3693113
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,2878409,5654602
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicles,1664326,2683011
US-Mexico Border,02/01/2017 12:00:00 AM,Trucks,469120,386826
US-Canada Border,02/01/2017 12:00:00 AM,Trucks,452910,512342
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Full,329258,240333
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Full,325350,382949
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Empty,142165,139714
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Empty,137168,82686
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Full,133782,105119
US-Mexico Border,02/01/2017 12:00:00 AM,Bus Passengers,106487,253257
US-Canada Border,02/01/2017 12:00:00 AM,Bus Passengers,88227,278476
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Empty,57173,42300
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Empty,39107,29864
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Full,38475,26677
US-Canada Border,02/01/2017 12:00:00 AM,Pedestrians,12609,47377
US-Mexico Border,02/01/2017 12:00:00 AM,Buses,11822,20097
US-Canada Border,02/01/2017 12:00:00 AM,Train Passengers,10614,20904
US-Canada Border,02/01/2017 12:00:00 AM,Buses,4512,11441
US-Canada Border,02/01/2017 12:00:00 AM,Trains,1669,2482
US-Mexico Border,02/01/2017 12:00:00 AM,Trains,840,700
US-Mexico Border,02/01/2017 12:00:00 AM,Train Passengers,821,1045
US-Mexico Border,01/01/2017 12:00:00 AM,Personal Vehicle Passengers,11736798,14270058
US-Mexico Border,01/01/2017 12:00:00 AM,Personal Vehicles,6286179,6552775
US-Mexico Border,01/01/2017 12:00:00 AM,Pedestrians,3424417,3694179
US-Canada Border,01/01/2017 12:00:00 AM,Personal Vehicle Passengers,3117590,5664670
US-Canada Border,01/01/2017 12:00:00 AM,Personal Vehicles,1758783,2686678
US-Canada Border,01/01/2017 12:00:00 AM,Trucks,483150,512457
US-Mexico Border,01/01/2017 12:00:00 AM,Trucks,482882,386445
US-Canada Border,01/01/2017 12:00:00 AM,Truck Containers Full,350200,383079
US-Mexico Border,01/01/2017 12:00:00 AM,Truck Containers Full,330370,239976
US-Mexico Border,01/01/2017 12:00:00 AM,Truck Containers Empty,154588,139655
US-Mexico Border,01/01/2017 12:00:00 AM,Bus Passengers,148050,253675
US-Canada Border,01/01/2017 12:00:00 AM,Truck Containers Empty,142473,82449
