Border,Date,Measure,Value,Average
US-Canada Border,03/01/2006 12:00:00 AM,Bus Passengers,241209,342765
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Empty,143420,143511
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Full,130854,93059
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Empty,90896,65729
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Empty,44368,30343
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Empty,35841,23989
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Full,34678,20218
US-Canada Border,03/01/2006 12:00:00 AM,Pedestrians,26375,58913
US-Mexico Border,03/01/2006 12:00:00 AM,Buses,22077,21685
US-Canada Border,03/01/2006 12:00:00 AM,Train Passengers,12313,19966
US-Canada Border,03/01/2006 12:00:00 AM,Buses,9154,13762
US-Canada Border,03/01/2006 12:00:00 AM,Trains,2711,2661
US-Mexico Border,03/01/2006 12:00:00 AM,Train Passengers,1921,1230
US-Mexico Border,03/01/2006 12:00:00 AM,Trains,886,615
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,14036680,17254563
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicles,7008359,7156272
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,3931918,6591305
US-Mexico Border,02/01/2006 12:00:00 AM,Pedestrians,3434057,3848405
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicles,1930380,2886743
US-Canada Border,02/01/2006 12:00:00 AM,Trucks,524544,545653
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Full,465258,392048
US-Mexico Border,02/01/2006 12:00:00 AM,Trucks,381670,349692
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Full,249897,196067
US-Mexico Border,02/01/2006 12:00:00 AM,Bus Passengers,245881,273028
US-Canada Border,02/01/2006 12:00:00 AM,Bus Passengers,210590,343857
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Empty,125724,143658
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Full,114632,92881
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Empty,81019,65603
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Empty,38467,30276
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Empty,29806,23941
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Full,27670,20156
US-Mexico Border,02/01/2006 12:00:00 AM,Buses,18930,21707
US-Canada Border,02/01/2006 12:00:00 AM,Pedestrians,18183,59250
US-Canada Border,02/01/2006 12:00:00 AM,Train Passengers,10902,20041
US-Canada Border,02/01/2006 12:00:00 AM,Buses,7930,13810
US-Canada Border,02/01/2006 12:00:00 AM,Trains,2480,2662
US-Mexico Border,02/01/2006 12:00:00 AM,Train Passengers,1648,1226
US-Mexico Border,02/01/2006 12:00:00 AM,Trains,741,614
US-Mexico Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,15766986,17266959
US-Mexico Border,01/01/2006 12:00:00 AM,Personal Vehicles,7679806,7151909
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,4289892,6610484
US-Mexico Border,01/01/2006 12:00:00 AM,Pedestrians,3514675,3851186
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicles,2100340,2893296
US-Canada Border,01/01/2006 12:00:00 AM,Trucks,551234,545607
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Full,482351,391295
US-Mexico Border,01/01/2006 12:00:00 AM,Trucks,392139,349338
US-Mexico Border,01/01/2006 12:00:00 AM,Bus Passengers,264716,273097
US-Mexico Border,01/01/2006 12:00:00 AM,Truck Containers Full,255761,195570
US-Canada Border,01/01/2006 12:00:00 AM,Bus Passengers,251334,344628
US-Mexico Border,01/01/2006 12:00:00 AM,Truck Containers Empty,136117,143721
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Full,124583,92617
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Empty,81348,65472
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Empty,42920,30170
US-Mexico Border,01/01/2006 12:00:00 AM,Rail Containers Empty,34430,23854
US-Mexico Border,01/01/2006 12:00:00 AM,Rail Containers Full,28951,20083
US-Canada Border,01/01/2006 12:00:00 AM,Pedestrians,22322,59558
US-Mexico Border,01/01/2006 12:00:00 AM,Buses,21524,21709
US-Canada Border,01/01/2006 12:00:00 AM,Train Passengers,10940,20117
US-Canada Border,01/01/2006 12:00:00 AM,Buses,9627,13845
US-Canada Border,01/01/2006 12:00:00 AM,Trains,2701,2662
US-Mexico Border,01/01/2006 12:00:00 AM,Train Passengers,1894,1221
US-Mexico Border,01/01/2006 12:00:00 AM,Trains,829,612
US-Mexico Border,12/01/2005 12:00:00 AM,Personal Vehicle Passengers,17017684,17269054
US-Mexico Border,12/01/2005 12:00:00 AM,Personal Vehicles,8010543,7144694
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicle Passengers,4698646,6626550
US-Mexico Border,12/01/2005 12:00:00 AM,Pedestrians,4241702,3847904
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicles,2226933,2898896
US-Canada Border,12/01/2005 12:00:00 AM,Trucks,501552,545977
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Full,433888,390937
US-Mexico Border,12/01/2005 12:00:00 AM,Trucks,381580,349067
US-Mexico Border,12/01/2005 12:00:00 AM,Bus Passengers,283645,273009
US-Mexico Border,12/01/2005 12:00:00 AM,Truck Containers Full,242781,195173
US-Canada Border,12/01/2005 12:00:00 AM,Bus Passengers,212462,345739
US-Mexico Border,12/01/2005 12:00:00 AM,Truck Containers Empty,135546,143790
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Full,120428,92383
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Empty,75283,65389
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Empty,38822,30097
US-Mexico Border,12/01/2005 12:00:00 AM,Rail Containers Empty,37319,23741
US-Mexico Border,12/01/2005 12:00:00 AM,Rail Containers Full,29308,20005
US-Canada Border,12/01/2005 12:00:00 AM,Pedestrians,24210,59855
US-Mexico Border,12/01/2005 12:00:00 AM,Buses,22936,21699
US-Canada Border,12/01/2005 12:00:00 AM,Train Passengers,15162,20159
US-Canada Border,12/01/2005 12:00:00 AM,Buses,7998,13894
US-Canada Border,12/01/2005 12:00:00 AM,Trains,2953,2659
US-Mexico Border,12/01/2005 12:00:00 AM,Train Passengers,1724,1217
US-Mexico Border,12/01/2005 12:00:00 AM,Trains,823,611
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,14801205,17289968
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicles,7436896,7142217
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,4359334,6645763
US-Mexico Border,11/01/2005 12:00:00 AM,Pedestrians,3660365,3849494
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicles,2215430,2904688
US-Canada Border,11/01/2005 12:00:00 AM,Trucks,570490,545769
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Full,495799,390049
US-Mexico Border,11/01/2005 12:00:00 AM,Trucks,409006,348559
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Full,266314,194570
US-Canada Border,11/01/2005 12:00:00 AM,Bus Passengers,263146,346439
US-Mexico Border,11/01/2005 12:00:00 AM,Bus Passengers,205080,273585
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Empty,138194,143837
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Full,123395,92120
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Empty,80761,65259
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Empty,41727,29999
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Empty,35137,23644
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Full,29319,19926
US-Canada Border,11/01/2005 12:00:00 AM,Pedestrians,28264,60122
US-Mexico Border,11/01/2005 12:00:00 AM,Buses,20460,21709
US-Canada Border,11/01/2005 12:00:00 AM,Train Passengers,13409,20216
US-Canada Border,11/01/2005 12:00:00 AM,Buses,9873,13929
US-Canada Border,11/01/2005 12:00:00 AM,Trains,2355,2662
US-Mexico Border,11/01/2005 12:00:00 AM,Train Passengers,1657,1213
US-Mexico Border,11/01/2005 12:00:00 AM,Trains,878,608
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,14948070,17309984
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicles,7569204,7138568
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,5084051,6659111
US-Mexico Border,10/01/2005 12:00:00 AM,Pedestrians,3505276,3852436
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicles,2521339,2907965
US-Canada Border,10/01/2005 12:00:00 AM,Trucks,593744,545359
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Full,520315,388935
US-Mexico Border,10/01/2005 12:00:00 AM,Trucks,406766,348061
US-Canada Border,10/01/2005 12:00:00 AM,Bus Passengers,344484,346456
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Full,264197,193975
US-Mexico Border,10/01/2005 12:00:00 AM,Bus Passengers,219145,274050
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Empty,141677,143856
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Full,127130,91821
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Empty,82422,65112
US-Canada Border,10/01/2005 12:00:00 AM,Pedestrians,61123,60114
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Empty,40457,29910
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Empty,33406,23561
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Full,31925,19824
US-Mexico Border,10/01/2005 12:00:00 AM,Buses,21630,21710
US-Canada Border,10/01/2005 12:00:00 AM,Train Passengers,15395,20257
US-Canada Border,10/01/2005 12:00:00 AM,Buses,12288,13943
US-Canada Border,10/01/2005 12:00:00 AM,Trains,2770,2661
US-Mexico Border,10/01/2005 12:00:00 AM,Train Passengers,1666,1209
US-Mexico Border,10/01/2005 12:00:00 AM,Trains,861,606
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,14370751,17335322
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,7269953,7137435
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,5443507,6669591
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,3188385,3858160
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,2693008,2909818
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,580319,545058
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,505266,387933
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,453674,345531
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,390992,347691
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,253974,193458
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,190161,274773
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,135819,143925
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,117022,91604
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,84236,64947
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,55277,60156
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,38813,29833
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,31647,23491
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,27603,19757
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,24526,20220
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19844,21726
US-Canada Border,09/01/2005 12:00:00 AM,Buses,16949,13917
US-Canada Border,09/01/2005 12:00:00 AM,Trains,2744,2660
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,1498,1207
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,809,605
US-Mexico Border,08/01/2005 12:00:00 AM,Personal Vehicle Passengers,15654189,17349941
US-Mexico Border,08/01/2005 12:00:00 AM,Personal Vehicles,7666158,7132838
US-Canada Border,08/01/2005 12:00:00 AM,Personal Vehicle Passengers,7293226,6664168
US-Mexico Border,08/01/2005 12:00:00 AM,Pedestrians,3990529,3857009
US-Canada Border,08/01/2005 12:00:00 AM,Personal Vehicles,3344104,2906041
US-Canada Border,08/01/2005 12:00:00 AM,Trucks,619510,544410
US-Canada Border,08/01/2005 12:00:00 AM,Truck Containers Full,535434,386650
US-Canada Border,08/01/2005 12:00:00 AM,Bus Passengers,432877,344772
US-Mexico Border,08/01/2005 12:00:00 AM,Trucks,407199,347174
US-Mexico Border,08/01/2005 12:00:00 AM,Truck Containers Full,259175,192887
US-Mexico Border,08/01/2005 12:00:00 AM,Bus Passengers,253086,274962
US-Mexico Border,08/01/2005 12:00:00 AM,Truck Containers Empty,145245,143914
US-Canada Border,08/01/2005 12:00:00 AM,Rail Containers Full,118435,91370
US-Canada Border,08/01/2005 12:00:00 AM,Pedestrians,118289,59650
US-Canada Border,08/01/2005 12:00:00 AM,Truck Containers Empty,87408,64752
US-Canada Border,08/01/2005 12:00:00 AM,Rail Containers Empty,40829,29737
US-Canada Border,08/01/2005 12:00:00 AM,Train Passengers,33395,20106
US-Mexico Border,08/01/2005 12:00:00 AM,Rail Containers Empty,32756,23410
US-Mexico Border,08/01/2005 12:00:00 AM,Rail Containers Full,27666,19688
US-Mexico Border,08/01/2005 12:00:00 AM,Buses,22095,21723
US-Canada Border,08/01/2005 12:00:00 AM,Buses,18317,13878
US-Canada Border,08/01/2005 12:00:00 AM,Trains,2539,2661
US-Mexico Border,08/01/2005 12:00:00 AM,Train Passengers,1597,1203
US-Mexico Border,08/01/2005 12:00:00 AM,Trains,806,603
US-Mexico Border,07/01/2005 12:00:00 AM,Personal Vehicle Passengers,16350161,17358711
US-Mexico Border,07/01/2005 12:00:00 AM,Personal Vehicles,7759514,7127340
US-Canada Border,07/01/2005 12:00:00 AM,Personal Vehicle Passengers,7544408,6656446
US-Mexico Border,07/01/2005 12:00:00 AM,Pedestrians,3862272,3856963
US-Canada Border,07/01/2005 12:00:00 AM,Personal Vehicles,3412268,2901601
US-Canada Border,07/01/2005 12:00:00 AM,Trucks,505472,544752
US-Canada Border,07/01/2005 12:00:00 AM,Truck Containers Full,440182,386180
US-Canada Border,07/01/2005 12:00:00 AM,Bus Passengers,415055,344155
US-Mexico Border,07/01/2005 12:00:00 AM,Trucks,361828,347045
US-Mexico Border,07/01/2005 12:00:00 AM,Bus Passengers,360213,274214
US-Mexico Border,07/01/2005 12:00:00 AM,Truck Containers Full,231204,192551
US-Mexico Border,07/01/2005 12:00:00 AM,Truck Containers Empty,135959,143984
US-Canada Border,07/01/2005 12:00:00 AM,Rail Containers Full,116478,91150
US-Canada Border,07/01/2005 12:00:00 AM,Pedestrians,115862,59157
US-Canada Border,07/01/2005 12:00:00 AM,Truck Containers Empty,75690,64656
US-Canada Border,07/01/2005 12:00:00 AM,Rail Containers Empty,42600,29624
US-Canada Border,07/01/2005 12:00:00 AM,Train Passengers,34993,19975
US-Mexico Border,07/01/2005 12:00:00 AM,Rail Containers Empty,28324,23367
US-Mexico Border,07/01/2005 12:00:00 AM,Rail Containers Full,24603,19645
US-Mexico Border,07/01/2005 12:00:00 AM,Buses,22871,21713
US-Canada Border,07/01/2005 12:00:00 AM,Buses,16746,13853
US-Canada Border,07/01/2005 12:00:00 AM,Trains,2479,2663
US-Mexico Border,07/01/2005 12:00:00 AM,Train Passengers,1200,1203
US-Mexico Border,07/01/2005 12:00:00 AM,Trains,773,601
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,15208613,17377738
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,7579806,7123336
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,5680322,6665085
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,3706847,3858292
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,2768514,2902779
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,599261,544270
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,516905,385024
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,402530,346554
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,376949,343865
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,284195,274125
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,261973,191936
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,136352,144051
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,115867,90931
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,82771,64496
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,46111,59272
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,41533,29519
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,29985,19887
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,29104,23317
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,28567,19566
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,21652,21713
US-Canada Border,06/01/2005 12:00:00 AM,Buses,15732,13837
US-Canada Border,06/01/2005 12:00:00 AM,Trains,2543,2664
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,1458,1201
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,724,600
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,15933763,17390631
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicles,7820784,7117109
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,5023369,6679743
US-Mexico Border,05/01/2005 12:00:00 AM,Pedestrians,3735725,3859386
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicles,2532348,2906086
US-Canada Border,05/01/2005 12:00:00 AM,Trucks,596741,543801
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Full,509091,383916
US-Mexico Border,05/01/2005 12:00:00 AM,Trucks,396384,346109
US-Canada Border,05/01/2005 12:00:00 AM,Bus Passengers,388037,343471
US-Mexico Border,05/01/2005 12:00:00 AM,Bus Passengers,268499,274176
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Full,259426,191334
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Empty,134434,144137
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Full,121928,90655
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Empty,76667,64387
US-Canada Border,05/01/2005 12:00:00 AM,Pedestrians,54953,59311
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Empty,42790,29400
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Empty,34214,23219
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Full,29946,19473
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,20580,19881
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,20323,21726
US-Canada Border,05/01/2005 12:00:00 AM,Buses,15064,13826
US-Canada Border,05/01/2005 12:00:00 AM,Trains,2717,2664
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,1267,1200
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,834,598
US-Mexico Border,04/01/2005 12:00:00 AM,Personal Vehicle Passengers,15181464,17410533
US-Mexico Border,04/01/2005 12:00:00 AM,Personal Vehicles,7636766,7112428
US-Canada Border,04/01/2005 12:00:00 AM,Personal Vehicle Passengers,4625786,6698247
US-Mexico Border,04/01/2005 12:00:00 AM,Pedestrians,3890340,3859107
US-Canada Border,04/01/2005 12:00:00 AM,Personal Vehicles,2288681,2911648
US-Canada Border,04/01/2005 12:00:00 AM,Trucks,561204,543644
US-Canada Border,04/01/2005 12:00:00 AM,Truck Containers Full,472180,383121
US-Mexico Border,04/01/2005 12:00:00 AM,Trucks,395480,345665
US-Canada Border,04/01/2005 12:00:00 AM,Bus Passengers,291021,343943
US-Mexico Border,04/01/2005 12:00:00 AM,Bus Passengers,276711,274153
US-Mexico Border,04/01/2005 12:00:00 AM,Truck Containers Full,264148,190678
US-Mexico Border,04/01/2005 12:00:00 AM,Truck Containers Empty,136653,144204
US-Canada Border,04/01/2005 12:00:00 AM,Rail Containers Full,125298,90342
US-Canada Border,04/01/2005 12:00:00 AM,Truck Containers Empty,74104,64299
US-Canada Border,04/01/2005 12:00:00 AM,Rail Containers Empty,39314,29311
US-Canada Border,04/01/2005 12:00:00 AM,Pedestrians,37128,59511
US-Mexico Border,04/01/2005 12:00:00 AM,Rail Containers Empty,33630,23126
US-Mexico Border,04/01/2005 12:00:00 AM,Rail Containers Full,30566,19373
US-Mexico Border,04/01/2005 12:00:00 AM,Buses,21200,21730
US-Canada Border,04/01/2005 12:00:00 AM,Train Passengers,13030,19942
US-Canada Border,04/01/2005 12:00:00 AM,Buses,11352,13848
US-Canada Border,04/01/2005 12:00:00 AM,Trains,2739,2663
US-Mexico Border,04/01/2005 12:00:00 AM,Train Passengers,1446,1198
US-Mexico Border,04/01/2005 12:00:00 AM,Trains,787,596
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,16467485,17419106
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicles,7931685,7104980
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,4753856,6715923
US-Mexico Border,03/01/2005 12:00:00 AM,Pedestrians,4527151,3853034
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicles,2336282,2916879
US-Canada Border,03/01/2005 12:00:00 AM,Trucks,591187,543212
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Full,495841,382096
US-Mexico Border,03/01/2005 12:00:00 AM,Trucks,397724,345191
US-Mexico Border,03/01/2005 12:00:00 AM,Bus Passengers,325525,273686
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Full,255704,190086
US-Canada Border,03/01/2005 12:00:00 AM,Bus Passengers,237953,344907
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Empty,138427,144257
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Full,130975,89973
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Empty,83373,64126
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Empty,39818,29216
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Empty,33093,23035
US-Canada Border,03/01/2005 12:00:00 AM,Pedestrians,28719,59791
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Full,28642,19289
US-Mexico Border,03/01/2005 12:00:00 AM,Buses,23255,21716
US-Canada Border,03/01/2005 12:00:00 AM,Train Passengers,13025,20005
US-Canada Border,03/01/2005 12:00:00 AM,Buses,9638,13886
US-Canada Border,03/01/2005 12:00:00 AM,Trains,2312,2666
US-Mexico Border,03/01/2005 12:00:00 AM,Train Passengers,1564,1195
US-Mexico Border,03/01/2005 12:00:00 AM,Trains,762,595
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,14152069,17449079
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicles,7105436,7104976
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,4018713,6740668
US-Mexico Border,02/01/2005 12:00:00 AM,Pedestrians,3751922,3853962
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicles,2002740,2925265
US-Canada Border,02/01/2005 12:00:00 AM,Trucks,525667,543373
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Full,438478,381579
US-Mexico Border,02/01/2005 12:00:00 AM,Trucks,366633,344995
US-Mexico Border,02/01/2005 12:00:00 AM,Bus Passengers,242777,273969
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Full,236832,189658
US-Canada Border,02/01/2005 12:00:00 AM,Bus Passengers,222215,346032
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Empty,128703,144400
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Full,116476,89730
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Empty,74507,64031
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Empty,38298,29132
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Empty,29488,22976
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Full,25814,19229
US-Canada Border,02/01/2005 12:00:00 AM,Pedestrians,20993,60147
US-Mexico Border,02/01/2005 12:00:00 AM,Buses,19672,21735
US-Canada Border,02/01/2005 12:00:00 AM,Train Passengers,10858,20089
US-Canada Border,02/01/2005 12:00:00 AM,Buses,8895,13932
US-Canada Border,02/01/2005 12:00:00 AM,Trains,2528,2667
US-Mexico Border,02/01/2005 12:00:00 AM,Train Passengers,1358,1193
US-Mexico Border,02/01/2005 12:00:00 AM,Trains,682,594
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,15981994,17462663
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicles,7769574,7098822
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,3973275,6766292
US-Mexico Border,01/01/2005 12:00:00 AM,Pedestrians,3769098,3854747
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicles,1996925,2933861
US-Canada Border,01/01/2005 12:00:00 AM,Trucks,534727,543453
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Full,454318,380905
US-Mexico Border,01/01/2005 12:00:00 AM,Trucks,361479,344842
US-Mexico Border,01/01/2005 12:00:00 AM,Bus Passengers,259482,274104
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Full,235746,189231
US-Canada Border,01/01/2005 12:00:00 AM,Bus Passengers,215058,347245
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Empty,139079,144449
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Full,114591,89500
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Empty,75273,63927
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Empty,37394,29056
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Empty,34830,22866
US-Canada Border,01/01/2005 12:00:00 AM,Pedestrians,22443,60496
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Full,21652,19207
US-Mexico Border,01/01/2005 12:00:00 AM,Buses,20219,21749
US-Canada Border,01/01/2005 12:00:00 AM,Train Passengers,10752,20176
US-Canada Border,01/01/2005 12:00:00 AM,Buses,8961,13978
US-Canada Border,01/01/2005 12:00:00 AM,Trains,2463,2669
US-Mexico Border,01/01/2005 12:00:00 AM,Train Passengers,1398,1191
US-Mexico Border,01/01/2005 12:00:00 AM,Trains,697,593
US-Mexico Border,12/01/2004 12:00:00 AM,Personal Vehicle Passengers,16991865,17467063
US-Mexico Border,12/01/2004 12:00:00 AM,Personal Vehicles,8074001,7089708
US-Mexico Border,12/01/2004 12:00:00 AM,Pedestrians,4519993,3848530
US-Canada Border,12/01/2004 12:00:00 AM,Personal Vehicle Passengers,4407985,6788332
US-Canada Border,12/01/2004 12:00:00 AM,Personal Vehicles,2210779,2940619
US-Canada Border,12/01/2004 12:00:00 AM,Trucks,501889,543842
US-Canada Border,12/01/2004 12:00:00 AM,Truck Containers Full,421952,380521
US-Mexico Border,12/01/2004 12:00:00 AM,Trucks,355965,344738
US-Mexico Border,12/01/2004 12:00:00 AM,Bus Passengers,292169,273935
US-Mexico Border,12/01/2004 12:00:00 AM,Truck Containers Full,220354,188940
